0.532325	0.532325	1
1.872000	1.872000	2
3.224925	3.224925	3
5.940025	5.940025	4
7.284800	7.284800	5
8.624500	8.624500	6
11.709575	11.709575	7
13.020050	13.020050	8
14.385225	14.385225	9
17.442625	17.442625	10
18.771450	18.771450	11
20.163325	20.163325	12
23.357200	23.357200	13
24.636200	24.636200	14
25.986125	25.986125	15
29.075075	29.075075	17
30.402100	30.402100	18
31.743325	31.743325	19
34.678975	34.678975	20
35.971950	35.971950	21
37.266425	37.266425	22
40.378425	40.378425	23
41.708875	41.708875	24
43.026825	43.026825	25
45.883325	45.883325	26
47.234543	47.234543	27
48.580025	48.580025	28
51.821100	51.821100	29
53.142750	53.142750	30
54.499725	54.499725	31
57.320275	57.320275	32
58.636700	58.636700	33
59.931275	59.931275	34
63.163600	63.163600	35
64.538025	64.538025	36
65.886875	65.886875	37
68.886425	68.886425	38
70.179250	70.179250	39
71.484575	71.484575	40
74.274500	74.274500	41
75.572825	75.572825	42
76.851675	76.851675	43
79.782025	79.782025	44
81.099175	81.099175	45
82.437800	82.437800	46
85.086800	85.086800	47
86.342275	86.342275	48
87.631550	87.631550	49
