0.626450	0.626450	1
0.947050	0.947050	2
1.262300	1.262300	3
1.873350	1.873350	4
2.171675	2.171675	5
2.512725	2.512725	
3.308875	3.308875	7
3.623225	3.623225	8
3.978375	3.978375	9
4.866375	4.866375	10
5.177825	5.177825	11
5.492550	5.492550	12
6.386775	6.386775	13
6.708600	6.708600	14
7.039475	7.039475	15
7.901250	7.901250	16
8.227750	8.227750	17
8.545800	8.545800	18
9.483350	9.483350	
9.804625	9.804625	19
10.118075	10.118075	
11.271725	11.271725	20
11.590800	11.590800	
11.891950	11.891950	
12.818475	12.818475	21
13.114675	13.114675	
13.428975	13.428975	
14.351825	14.351825	
14.645250	14.645250	
14.982350	14.982350	
16.090050	16.090050	
16.388850	16.388850	
16.679650	16.679650	
17.786450	17.786450	
18.088450	18.088450	
18.374150	18.374150	22
19.406300	19.406300	23
19.715525	19.715525	24
20.004325	20.004325	
21.028850	21.028850	25
21.328425	21.328425	26
21.630100	21.630100	27
22.696800	22.696800	28
23.019950	23.019950	29
23.331225	23.331225	30
24.382925	24.382925	31
24.684600	24.684600	32
24.978800	24.978800	33
