0.401450	0.401450	1
1.067175	1.067175	2
1.714375	1.714375	3
2.372675	2.372675	4
3.038350	3.038350	5
3.720225	3.720225	6
4.391225	4.391225	7
5.087700	5.087700	8
5.758525	5.758525	9
6.414775	6.414775	10
7.082375	7.082375	11
7.716000	7.716000	12
8.375300	8.375300	13
9.017100	9.017100	14
9.695025	9.695025	15
10.367025	10.367025	16
11.007100	11.007100	17
11.650875	11.650875	18
12.293225	12.293225	19
12.957900	12.957900	20
13.656750	13.656750	
14.357575	14.357575	22
15.007650	15.007650	23
15.727000	15.727000	24
16.395625	16.395625	25
