0.802700	0.802700	1
1.597150	1.597150	2
2.361200	2.361200	3
3.855075	3.855075	4
4.627200	4.627200	5
5.371150	5.371150	6
7.148950	7.148950	7
7.840925	7.840925	8
8.608825	8.608825	9
10.979325	10.979325	10
11.687475	11.687475	11
12.448800	12.448800	12
15.590375	15.590375	13
16.371975	16.371975	14
17.154900	17.154900	15
19.957625	19.957625	16
20.635025	20.635025	17
21.288550	21.288550	18
23.336850	23.336850	19
23.988975	23.988975	20
24.668400	24.668400	21
27.044575	27.044575	22
27.692400	27.692400	23
28.350850	28.350850	24
31.163200	31.163200	25
31.951625	31.951625	26
32.667150	32.667150	27
34.931875	34.931875	28
35.652550	35.652550	29
36.384900	36.384900	30
38.478625	38.478625	31
39.199400	39.199400	32
39.926400	39.926400	33
42.149200	42.149200	34
42.897375	42.897375	35
43.639300	43.639300	36
45.975775	45.975775	37
46.712425	46.712425	38
47.509525	47.509525	39
51.352225	51.352225	40
52.032200	52.032200	41
52.696225	52.696225	42
54.873900	54.873900	43
55.576225	55.576225	44
56.286850	56.286850	45
58.699100	58.699100	46
59.380275	59.380275	47
60.028650	60.028650	
