0.391275	0.391275	1
0.956175	0.956175	2
1.525225	1.525225	
2.115850	2.115850	4
2.708925	2.708925	5
3.310925	3.310925	6
3.897575	3.897575	7
4.500475	4.500475	8
5.101575	5.101575	9
5.716575	5.716575	10
6.311550	6.311550	11
6.907225	6.907225	12
7.524150	7.524150	13
8.143800	8.143800	14
8.768175	8.768175	15
9.385475	9.385475	16
9.988700	9.988700	17
10.592025	10.592025	18
11.183250	11.183250	
11.817100	11.817100	20
12.427050	12.427050	21
13.036500	13.036500	22
13.627475	13.627475	23
14.229400	14.229400	24
14.839150	14.839150	25
