0.384950	0.384950	1
0.999000	0.999000	2
1.617725	1.617725	3
2.251175	2.251175	4
2.878575	2.878575	5
3.487425	3.487425	6
4.118925	4.118925	7
4.745325	4.745325	8
5.353450	5.353450	9
5.959475	5.959475	10
6.608350	6.608350	11
7.228725	7.228725	12
7.840375	7.840375	13
8.458600	8.458600	14
9.051750	9.051750	15
9.679425	9.679425	16
10.308750	10.308750	17
10.932675	10.932675	18
11.573900	11.573900	19
12.192275	12.192275	
12.795475	12.795475	21
13.428725	13.428725	22
14.043425	14.043425	23
14.655575	14.655575	24
15.337725	15.337725	25
