0.431525	0.431525	1
1.058575	1.058575	2
1.667250	1.667250	3
2.276250	2.276250	4
2.887200	2.887200	5
3.500975	3.500975	6
4.094800	4.094800	7
4.669750	4.669750	8
5.247525	5.247525	9
5.868975	5.868975	10
6.455950	6.455950	11
7.043175	7.043175	12
7.633075	7.633075	13
8.246800	8.246800	14
8.842850	8.842850	15
9.469775	9.469775	16
10.061400	10.061400	17
10.646550	10.646550	18
11.225550	11.225550	19
11.900550	11.900550	20
12.565792	12.565792	21
13.218950	13.218950	22
13.853275	13.853275	23
14.505400	14.505400	24
15.196400	15.196400	25
