0.652225	0.652225	1
1.327050	1.327050	2
1.944200	1.944200	3
3.402300	3.402300	4
4.028175	4.028175	5
4.638525	4.638525	6
5.628000	5.628000	7
6.219350	6.219350	8
6.807050	6.807050	9
8.334350	8.334350	10
8.926700	8.926700	11
9.534075	9.534075	12
11.331200	11.331200	13
11.919075	11.919075	14
12.543825	12.543825	15
14.202850	14.202850	16
14.782050	14.782050	17
15.419850	15.419850	18
16.773700	16.773700	19
17.385475	17.385475	20
17.996775	17.996775	21
18.889200	18.889200	22
19.530000	19.530000	23
20.148075	20.148075	24
21.552675	21.552675	25
22.154925	22.154925	26
22.764800	22.764800	27
24.213900	24.213900	28
24.848625	24.848625	29
25.478275	25.478275	
26.492125	26.492125	31
27.122200	27.122200	32
27.730350	27.730350	34
28.707575	28.707575	35
29.326300	29.326300	36
30.000200	30.000200	38
31.508075	31.508075	39
32.131675	32.131675	40
32.750900	32.750900	42
34.148725	34.148725	43
34.747025	34.747025	44
35.330000	35.330000	45
37.234850	37.234850	46
37.876875	37.876875	47
38.506275	38.506275	48
40.049750	40.049750	49
40.653600	40.653600	50
41.271275	41.271275	51
