0.474125	0.474125	1
1.470300	1.470300	
2.488800	2.488800	2
4.621375	4.621375	3
5.590975	5.590975	
6.559075	6.559075	4
8.718275	8.718275	5
9.694775	9.694775	
10.657825	10.657825	
12.823675	12.823675	6
13.785100	13.785100	7
14.692575	14.692575	
16.659725	16.659725	
17.627400	17.627400	8
18.554750	18.554750	9
20.353000	20.353000	10
21.246550	21.246550	11
22.169825	22.169825	12
23.967625	23.967625	13
24.858400	24.858400	
25.708875	25.708875	14
27.316325	27.316325	15
28.138800	28.138800	16
28.999350	28.999350	17
30.609750	30.609750	18
31.445400	31.445400	19
32.352550	32.352550	20
34.067475	34.067475	21
34.960250	34.960250	22
35.829675	35.829675	23
37.337075	37.337075	24
38.189575	38.189575	25
39.064854	39.064854	26
40.809650	40.809650	27
41.669100	41.669100	28
42.631075	42.631075	29
44.625600	44.625600	30
45.506600	45.506600	31
46.386575	46.386575	32
47.972175	47.972175	33
48.800025	48.800025	34
49.631500	49.631500	35
51.222450	51.222450	36
52.094175	52.094175	37
52.950062	52.950062	38
54.370275	54.370275	39
55.242825	55.242825	40
56.183575	56.183575	41
