0.353925	0.353925	1
0.985675	0.985675	2
1.619775	1.619775	3
2.895150	2.895150	4
3.521225	3.521225	5
4.121800	4.121800	6
5.439600	5.439600	\7
6.046925	6.046925	8
6.663550	6.663550	9
7.949650	7.949650	10
8.571975	8.571975	11
9.214900	9.214900	13
10.549075	10.549075	14
11.199325	11.199325	
11.847625	11.847625	16
13.210400	13.210400	17
13.873200	13.873200	18
14.549650	14.549650	19
15.891050	15.891050	20
16.566650	16.566650	21
17.237200	17.237200	22
18.610925	18.610925	24
19.309250	19.309250	25
19.965175	19.965175	26
21.241125	21.241125	27
21.913375	21.913375	28
22.570125	22.570125	29
23.891475	23.891475	30
24.567475	24.567475	31
25.197025	25.197025	32
26.429400	26.429400	33
27.082550	27.082550	34
27.720000	27.720000	35
28.962850	28.962850	36
29.585500	29.585500	37
30.198425	30.198425	38
31.428400	31.428400	39
32.070075	32.070075	40
32.683825	32.683825	41
33.897175	33.897175	42
34.540650	34.540650	43
35.160750	35.160750	44
36.386400	36.386400	45
37.043325	37.043325	
37.688400	37.688400	47
39.044800	39.044800	49
39.719875	39.719875	50
40.088750	40.088750	51
