0.368625	0.368625	1
1.162775	1.162775	2
1.968275	1.968275	3
3.630350	3.630350	4
4.509250	4.509250	5
5.364825	5.364825	6
6.947825	6.947825	7
7.759525	7.759525	8
8.594650	8.594650	9
10.092175	10.092175	10
10.925475	10.925475	11
11.746325	11.746325	12
13.453050	13.453050	13
14.278625	14.278625	
15.162225	15.162225	14
16.338500	16.338500	15
17.229775	17.229775	16
18.109000	18.109000	17
19.889475	19.889475	18
20.750175	20.750175	19
21.722700	21.722700	
22.994900	22.994900	20
23.911775	23.911775	
24.790425	24.790425	21
26.133275	26.133275	22
26.998525	26.998525	23
27.820375	27.820375	24
29.113425	29.113425	25
29.935050	29.935050	26
30.829050	30.829050	27
32.472050	32.472050	28
33.355425	33.355425	29
34.138575	34.138575	30
35.731800	35.731800	31
36.567375	36.567375	32
37.419625	37.419625	33
38.693100	38.693100	34
39.538550	39.538550	35
40.351975	40.351975	36
41.557950	41.557950	37
42.416250	42.416250	38
43.274350	43.274350	39
44.808150	44.808150	40
45.641900	45.641900	41
46.455300	46.455300	42
48.004825	48.004825	43
48.886300	48.886300	44
49.724450	49.724450	45
