0.503175	0.503175	1
1.485850	1.485850	
2.490925	2.490925	2
5.171775	5.171775	3
6.136900	6.136900	4
7.142025	7.142025	5
10.310475	10.310475	7
11.201575	11.201575	8
12.122650	12.122650	9
14.331200	14.331200	10
15.252700	15.252700	11
16.228875	16.228875	12
18.020000	18.020000	13
18.913925	18.913925	
19.844350	19.844350	15
21.610325	21.610325	16
22.497725	22.497725	17
23.404150	23.404150	18
25.056150	25.056150	19
25.911200	25.911200	20
26.806150	26.806150	21
28.417475	28.417475	
29.276325	29.276325	23
30.172775	30.172775	
31.661550	31.661550	25
32.515550	32.515550	26
33.393375	33.393375	27
35.047400	35.047400	
35.962725	35.962725	30
36.836900	36.836900	31
38.505425	38.505425	32
39.394175	39.394175	33
40.280850	40.280850	34
41.887375	41.887375	35
42.735000	42.735000	36
43.612050	43.612050	37
45.124650	45.124650	38
46.004100	46.004100	39
46.911550	46.911550	40
48.507600	48.507600	41
49.363800	49.363800	42
50.321650	50.321650	43
51.928875	51.928875	44
52.825000	52.825000	45
53.775100	53.775100	46
55.291225	55.291225	47
56.206650	56.206650	48
57.181800	57.181800	49
