0.265800	0.265800	1
1.179475	1.179475	2
2.093550	2.093550	3
3.980150	3.980150	4
4.917850	4.917850	5
5.885375	5.885375	6
7.746675	7.746675	7
8.684500	8.684500	8
9.645175	9.645175	9
11.510675	11.510675	10
12.495025	12.495025	11
13.483925	13.483925	12
15.422425	15.422425	13
16.401625	16.401625	14
17.371800	17.371800	15
19.407725	19.407725	16
20.389375	20.389375	17
21.397550	21.397550	18
23.323025	23.323025	19
24.305500	24.305500	20
25.286825	25.286825	21
27.256050	27.256050	22
28.272300	28.272300	23
29.257350	29.257350	24
31.303000	31.303000	25
32.290075	32.290075	26
33.320375	33.320375	27
35.301275	35.301275	28
36.282600	36.282600	29
37.278675	37.278675	30
39.235525	39.235525	31
40.236025	40.236025	32
41.217075	41.217075	33
43.157075	43.157075	34
44.193125	44.193125	35
45.138775	45.138775	36
47.238925	47.238925	37
48.248625	48.248625	38
49.281950	49.281950	39
51.826950	51.826950	40
52.809425	52.809425	41
53.797400	53.797400	42
55.815850	55.815850	43
56.824375	56.824375	44
57.834350	57.834350	45
59.779125	59.779125	46
60.835775	60.835775	47
61.857550	61.857550	48
