0.318600	0.318600	
1.080025	1.080025	1
1.872125	1.872125	
3.682600	3.682600	3
4.538850	4.538850	4
5.431650	5.431650	5
7.119750	7.119750	6
7.952225	7.952225	
8.821475	8.821475	
10.437350	10.437350	7
11.299525	11.299525	8
12.110400	12.110400	
13.831050	13.831050	9
14.637950	14.637950	10
15.562425	15.562425	11
17.641875	17.641875	
18.485375	18.485375	12
19.319875	19.319875	13
20.895125	20.895125	14
21.679275	21.679275	15
22.539100	22.539100	16
24.091225	24.091225	17
24.879200	24.879200	18
25.741925	25.741925	19
27.353150	27.353150	20
28.163450	28.163450	21
29.009525	29.009525	22
30.850825	30.850825	23
31.716650	31.716650	24
32.543850	32.543850	25
34.162475	34.162475	26
34.943275	34.943275	27
35.717100	35.717100	28
37.240582	37.240582	29
37.994150	37.994150	30
38.801250	38.801250	31
40.379850	40.379850	32
41.209225	41.209225	33
42.055375	42.055375	34
43.527700	43.527700	35
44.294125	44.294125	36
45.112175	45.112175	37
46.583225	46.583225	38
47.344625	47.344625	39
48.133450	48.133450	40
49.607400	49.607400	41
50.409400	50.409400	42
51.195075	51.195075	43
