0.464100	0.464100	1
1.109625	1.109625	2
1.759100	1.759100	3
2.370525	2.370525	4
2.988100	2.988100	5
3.614125	3.614125	6
4.270425	4.270425	7
4.976525	4.976525	8
5.669750	5.669750	9
6.341925	6.341925	10
6.991225	6.991225	11
7.652900	7.652900	12
8.314375	8.314375	13
8.965525	8.965525	14
9.612275	9.612275	15
10.253250	10.253250	16
10.877450	10.877450	17
11.540575	11.540575	18
12.187000	12.187000	19
12.830550	12.830550	20
13.466825	13.466825	21
14.139850	14.139850	22
14.795125	14.795125	23
15.437275	15.437275	24
16.148675	16.148675	25
