0.850271	0.850271	2
1.835075	1.835075	4
2.810771	2.810771	6
4.792450	4.792450	8
5.732500	5.732500	9
6.701325	6.701325	10
8.692050	8.692050	12
9.620450	9.620450	13
10.537075	10.537075	14
12.648200	12.648200	15
13.542275	13.542275	17
14.500500	14.500500	18
16.545400	16.545400	19
17.462000	17.462000	20
18.402925	18.402925	22
20.481800	20.481800	23
21.433175	21.433175	25
22.381575	22.381575	27
24.589542	24.589542	28
25.556583	25.556583	30
26.515125	26.515125	32
28.780700	28.780700	33
29.723917	29.723917	35
30.684700	30.684700	36
32.999000	32.999000	37
33.956925	33.956925	39
34.911064	34.911064	41
37.207950	37.207950	42
38.146125	38.146125	44
39.060775	39.060775	46
41.736825	41.736825	49
42.700775	42.700775	51
43.656900	43.656900	53
45.934425	45.934425	54
46.864300	46.864300	56
47.810750	47.810750	58
50.036850	50.036850	60
50.982375	50.982375	62
51.976175	51.976175	64
54.236325	54.236325	65
55.176000	55.176000	67
56.137800	56.137800	69
58.279750	58.279750	70
59.209725	59.209725	72
60.159450	60.159450	74
62.450825	62.450825	76
63.384450	63.384450	78
64.347400	64.347400	80
